,Age,Gender,State,Category,Brand,Quantity,Price,Discount,Product Rating,high_return_risk
4/11/2025 21:36,44,Female,Punjab,Jackets,H&M,7,928,10,3.5,No
4/11/2025 21:36,52,Female,Gujarat,Sweaters,Pantaloons,2,965,15,2.5,Yes
4/11/2025 21:36,61,Female,Kerala,Shorts,Puma,6,409,10,4,Yes
4/11/2025 21:36,36,Female,Gujarat,Trousers,Adidas,7,867,30,3.5,Yes
4/11/2025 21:36,50,Female,Punjab,Suits,H&M,5,767,10,1.5,Yes
4/11/2025 21:36,28,Male,Bihar,Dresses,Adidas,5,693,20,1.5,No
4/11/2025 21:36,59,Female,Goa,Formal Wear,Raymond,1,863,25,3,No
4/11/2025 21:36,30,Female,Karnataka,T-shirts,Pantaloons,6,687,25,1,No
4/11/2025 21:36,21,Male,Gujarat,Sweaters,Pantaloons,1,434,20,1,No
4/11/2025 21:36,35,Male,Himachal Pradesh,Ethnic Wear,Zudio,7,960,15,3.5,Yes
4/11/2025 21:36,30,Female,Tamil Nadu,Dresses,Adidas,1,622,15,2.5,Yes
4/11/2025 21:36,66,Male,West Bengal,Jackets,Nike,2,529,20,4,No
4/11/2025 21:36,48,Male,Rajasthan,Jeans,Nike,4,573,30,5,No
4/11/2025 21:36,34,Female,Tamil Nadu,Sweaters,Raymond,4,834,15,2,Yes
4/11/2025 21:36,28,Male,Kerala,Skirts,Pantaloons,5,786,20,5,No
4/11/2025 21:36,41,Female,Chhattisgarh,T-shirts,Nike,1,561,30,4.5,Yes
4/11/2025 21:36,34,Male,Punjab,Jackets,Puma,7,916,30,2,Yes
4/11/2025 21:36,46,Female,Haryana,Shorts,Levie's,2,556,20,4,Yes
4/11/2025 21:36,51,Female,Mizoram,T-shirts,Adidas,6,537,20,3,Yes
4/11/2025 21:36,21,Male,Jharkhand,Jeans,Pantaloons,7,464,15,1.5,No
4/11/2025 21:36,67,Male,Uttarakhand,Jeans,Levie's,1,731,15,4,No
4/11/2025 21:36,52,Female,Andhra Pradesh,Dresses,Puma,1,747,15,3.5,No
4/11/2025 21:36,24,Female,Meghalaya,Shorts,Adidas,7,509,15,3,Yes
4/11/2025 21:36,50,Female,Jharkhand,T-shirts,Pantaloons,1,728,20,2.5,Yes
4/11/2025 21:36,45,Female,Madhya Pradesh,Dresses,Raymond,6,891,25,1.5,No
4/11/2025 21:36,36,Male,Nagaland,Suits,Levie's,3,473,30,1.5,Yes
4/11/2025 21:36,21,Female,Tamil Nadu,Shorts,H&M,2,919,25,5,Yes
4/11/2025 21:36,46,Female,West Bengal,Trousers,Levie's,1,886,10,1.5,Yes
4/11/2025 21:36,66,Male,Haryana,Suits,H&M,4,458,30,5,No
4/11/2025 21:36,68,Female,Meghalaya,Sleepwear,Raymond,5,425,10,5,No
4/11/2025 21:36,47,Female,Goa,Trousers,Puma,6,956,15,2.5,Yes
4/11/2025 21:36,60,Male,Andhra Pradesh,Jackets,Pantaloons,4,567,25,4.5,Yes
4/11/2025 21:36,23,Male,Jharkhand,Ethnic Wear,Zudio,5,451,20,1.5,Yes
4/11/2025 21:36,22,Female,Assam,Ethnic Wear,Pantaloons,2,648,20,2.5,No
4/11/2025 21:36,27,Male,Mizoram,Trousers,H&M,7,455,25,3.5,No
4/11/2025 21:36,69,Male,Tripura,Dresses,H&M,3,786,25,3.5,Yes
4/11/2025 21:36,32,Male,Gujarat,Shirts,Puma,6,824,30,1.5,Yes
4/11/2025 21:36,62,Male,Mizoram,Shorts,Pantaloons,5,705,20,2.5,Yes
4/11/2025 21:36,43,Female,Tamil Nadu,Skirts,Levie's,1,910,15,1,No
4/11/2025 21:36,62,Male,Haryana,Shorts,Adidas,1,715,25,2,Yes
4/11/2025 21:36,38,Female,Goa,Jeans,Levie's,6,761,15,2.5,No
4/11/2025 21:36,22,Female,Nagaland,Ethnic Wear,Adidas,4,899,10,1.5,Yes
4/11/2025 21:36,30,Male,Punjab,Undergarments,Nike,7,429,25,2,Yes
4/11/2025 21:36,39,Female,Meghalaya,Jackets,Pantaloons,6,978,25,4,No
4/11/2025 21:36,47,Male,Uttar Pradesh,Skirts,Puma,5,970,15,1.5,No
4/11/2025 21:36,18,Male,Himachal Pradesh,Trousers,Puma,6,503,25,5,Yes
4/11/2025 21:36,31,Female,Bihar,Skirts,Nike,6,425,20,1.5,No
4/11/2025 21:36,52,Male,Kerala,Sleepwear,Pantaloons,7,498,10,5,Yes
4/11/2025 21:36,41,Male,Manipur,Jackets,Zudio,7,743,20,4,Yes
4/11/2025 21:36,43,Female,Tamil Nadu,Jeans,H&M,6,468,30,4,No
4/11/2025 21:36,27,Female,Sikkim,Trousers,Raymond,5,418,20,4,No
4/11/2025 21:36,60,Male,Nagaland,Shorts,Nike,7,700,10,1,Yes
4/11/2025 21:36,42,Male,West Bengal,Ethnic Wear,Pantaloons,1,598,25,2,Yes
4/11/2025 21:36,22,Male,Tripura,Jeans,Nike,1,544,25,2.5,Yes
4/11/2025 21:36,40,Male,Goa,Ethnic Wear,H&M,6,603,30,3,Yes
4/11/2025 21:36,44,Female,Tripura,Trousers,Adidas,1,926,25,2.5,Yes
4/11/2025 21:36,22,Male,Gujarat,Jeans,Levie's,4,831,10,1,Yes
4/11/2025 21:36,30,Female,Madhya Pradesh,Formal Wear,Pantaloons,3,634,25,1,Yes
4/11/2025 21:36,38,Male,Uttarakhand,Skirts,Puma,3,773,20,5,No
4/11/2025 21:36,29,Female,Uttar Pradesh,Shorts,Puma,7,956,10,1,Yes
4/11/2025 21:36,49,Male,Karnataka,Dresses,Nike,6,645,20,4.5,Yes
4/11/2025 21:36,19,Female,Bihar,T-shirts,Adidas,6,567,15,5,No
4/11/2025 21:36,48,Female,Meghalaya,Shorts,Levie's,5,463,15,3.5,No
4/11/2025 21:36,31,Male,Uttar Pradesh,Formal Wear,Adidas,2,749,20,2.5,Yes
4/11/2025 21:36,54,Female,Haryana,Shorts,Pantaloons,7,445,10,4,Yes
4/11/2025 21:36,39,Female,Kerala,Formal Wear,Levie's,7,589,25,4,No
4/11/2025 21:36,57,Female,Rajasthan,Sweaters,Nike,1,846,10,4,Yes
4/11/2025 21:36,49,Male,Meghalaya,Ethnic Wear,Zudio,4,903,25,4,No
4/11/2025 21:36,66,Male,Sikkim,T-shirts,Nike,1,742,20,1.5,Yes
4/11/2025 21:36,63,Male,West Bengal,Dresses,Pantaloons,2,651,25,3.5,No
4/11/2025 21:36,52,Female,Uttarakhand,Undergarments,Pantaloons,1,689,25,2.5,No
4/11/2025 21:36,46,Male,West Bengal,Shirts,Zudio,2,785,20,1,No
4/11/2025 21:36,53,Male,Sikkim,Ethnic Wear,H&M,1,527,30,5,Yes
4/11/2025 21:36,70,Female,Andhra Pradesh,Sleepwear,Levie's,2,952,15,3,Yes
4/11/2025 21:36,25,Female,Haryana,Formal Wear,Raymond,3,928,15,2.5,Yes
4/11/2025 21:36,20,Female,West Bengal,Ethnic Wear,Puma,6,545,15,1,Yes
4/11/2025 21:36,54,Female,Manipur,Shorts,Pantaloons,6,564,15,1,Yes
4/11/2025 21:36,36,Female,Bihar,Trousers,Adidas,4,561,20,4,Yes
4/11/2025 21:36,53,Male,Maharashtra,Activewear,Puma,7,523,20,1,No
4/11/2025 21:36,57,Male,Uttarakhand,Shorts,Levie's,6,528,15,2,No
4/11/2025 21:36,70,Male,Uttarakhand,Sweaters,Zudio,3,978,30,1.5,Yes
4/11/2025 21:36,67,Female,Telangana,Formal Wear,H&M,1,879,30,1,No
4/11/2025 21:36,47,Male,Madhya Pradesh,Shorts,Levie's,1,711,30,1.5,Yes
4/11/2025 21:36,64,Female,Gujarat,Ethnic Wear,Zudio,2,414,25,1.5,No
4/11/2025 21:36,66,Female,Maharashtra,Ethnic Wear,Zudio,2,895,15,5,Yes
4/11/2025 21:36,67,Male,Karnataka,Undergarments,Adidas,5,969,25,3,Yes
4/11/2025 21:36,42,Female,Tamil Nadu,Sweaters,Adidas,7,692,10,4,Yes
4/11/2025 21:36,46,Male,Uttar Pradesh,Shorts,H&M,1,682,30,2.5,No
4/11/2025 21:36,51,Female,Jharkhand,Sleepwear,Raymond,7,628,30,3,No
4/11/2025 21:36,25,Male,Haryana,Dresses,Raymond,4,873,25,2,No
4/11/2025 21:36,45,Female,Gujarat,Formal Wear,Levie's,7,603,10,4,No
4/11/2025 21:36,20,Male,Telangana,Trousers,Adidas,2,736,30,1,Yes
4/11/2025 21:36,64,Female,Meghalaya,Sleepwear,Raymond,7,594,30,4,Yes
4/11/2025 21:36,32,Female,Madhya Pradesh,T-shirts,Puma,5,703,25,1.5,Yes
4/11/2025 21:36,45,Male,Arunachal Pradesh,Jackets,H&M,7,748,20,4.5,No
4/11/2025 21:36,50,Male,Sikkim,Jeans,Adidas,3,959,25,1.5,No
4/11/2025 21:36,21,Male,Uttar Pradesh,Sleepwear,Raymond,2,597,20,3,Yes
4/11/2025 21:36,30,Male,Madhya Pradesh,T-shirts,H&M,4,752,25,5,No
4/11/2025 21:36,36,Female,Manipur,Sweaters,Zudio,2,533,25,4,Yes
4/11/2025 21:36,46,Female,Assam,Sleepwear,Puma,7,466,10,4,No
4/11/2025 21:36,47,Male,Manipur,Trousers,Adidas,1,488,20,3.5,No
4/11/2025 21:36,25,Male,Chhattisgarh,Ethnic Wear,Zudio,2,549,20,4,No
4/11/2025 21:36,38,Male,Goa,Skirts,Nike,1,1000,15,1,No
4/11/2025 21:36,63,Male,Gujarat,Sweaters,Adidas,4,725,10,2.5,No
4/11/2025 21:36,38,Female,Mizoram,Dresses,Pantaloons,3,886,25,2,Yes
4/11/2025 21:36,33,Male,Tripura,Ethnic Wear,Puma,7,651,10,3.5,No
4/11/2025 21:36,61,Male,Uttarakhand,Dresses,Levie's,6,585,15,1,No
4/11/2025 21:36,46,Male,Himachal Pradesh,Suits,Adidas,4,759,10,1,Yes
4/11/2025 21:36,39,Male,Himachal Pradesh,Trousers,Zudio,7,557,10,3.5,Yes
4/11/2025 21:36,52,Female,Telangana,Dresses,Nike,1,632,30,3.5,Yes
4/11/2025 21:36,49,Male,Sikkim,Activewear,Nike,3,947,25,4,Yes
4/11/2025 21:36,33,Female,Karnataka,Dresses,Nike,2,432,10,4,Yes
4/11/2025 21:36,24,Female,Meghalaya,Jackets,H&M,2,812,10,4.5,Yes
4/11/2025 21:36,55,Female,Punjab,T-shirts,Levie's,3,491,10,3.5,Yes
4/11/2025 21:36,20,Male,Haryana,Trousers,Pantaloons,3,721,20,1,Yes
4/11/2025 21:36,45,Female,Telangana,Suits,Adidas,3,928,30,4.5,No
4/11/2025 21:36,40,Male,Punjab,Dresses,Adidas,3,921,15,2,No
4/11/2025 21:36,19,Female,West Bengal,Sleepwear,Zudio,3,443,25,5,No
4/11/2025 21:36,19,Male,Odisha,Sweaters,Raymond,6,684,10,4.5,No
4/11/2025 21:36,56,Female,Punjab,Jeans,H&M,5,772,10,3.5,Yes
4/11/2025 21:36,25,Male,Bihar,Jackets,Pantaloons,1,427,15,2,No
4/11/2025 21:36,65,Female,Maharashtra,Sleepwear,Raymond,6,784,15,3,No
4/11/2025 21:36,60,Female,Sikkim,Shorts,Raymond,5,672,25,5,No
4/11/2025 21:36,18,Male,Nagaland,Jackets,Raymond,1,926,10,4.5,Yes
4/11/2025 21:36,68,Male,Bihar,Sleepwear,Pantaloons,4,648,25,2.5,Yes
4/11/2025 21:36,34,Female,Mizoram,Undergarments,H&M,4,688,10,4.5,Yes
4/11/2025 21:36,34,Male,Maharashtra,Ethnic Wear,Pantaloons,5,911,10,5,Yes
4/11/2025 21:36,35,Male,Telangana,Activewear,Zudio,3,541,30,2.5,No
4/11/2025 21:36,61,Male,Karnataka,Jeans,H&M,4,628,15,2.5,Yes
4/11/2025 21:36,27,Male,Mizoram,Shorts,Levie's,4,723,25,4,No
4/11/2025 21:36,32,Male,Assam,Undergarments,Nike,7,677,25,2.5,Yes
4/11/2025 21:36,68,Male,Uttar Pradesh,Jackets,Raymond,7,513,25,3.5,Yes
4/11/2025 21:36,66,Female,Odisha,Undergarments,Zudio,3,727,20,2.5,No
4/11/2025 21:36,66,Female,Assam,Suits,H&M,2,629,30,3.5,Yes
4/11/2025 21:36,42,Female,Karnataka,T-shirts,Zudio,2,547,20,3,Yes
4/11/2025 21:36,61,Male,Andhra Pradesh,Skirts,Levie's,3,488,20,3,No
4/11/2025 21:36,48,Male,Mizoram,Shirts,Zudio,2,787,15,1.5,Yes
4/11/2025 21:36,47,Female,Uttarakhand,T-shirts,Nike,3,824,20,2.5,Yes
4/11/2025 21:36,51,Female,Tamil Nadu,Jeans,Puma,7,928,20,3,No
4/11/2025 21:36,60,Male,West Bengal,Jeans,Zudio,1,725,15,4,Yes
4/11/2025 21:36,62,Male,Haryana,Jackets,Puma,2,758,30,1.5,Yes
4/11/2025 21:36,67,Male,Punjab,Ethnic Wear,Puma,6,491,20,1,Yes
4/11/2025 21:36,43,Female,Assam,Ethnic Wear,Puma,2,598,25,1.5,No
4/11/2025 21:36,52,Male,Assam,Sweaters,Puma,2,703,15,1,No
4/11/2025 21:36,49,Female,Tamil Nadu,Jackets,Adidas,7,916,10,3,No
4/11/2025 21:36,68,Male,Bihar,Trousers,Levie's,7,602,15,2.5,Yes
4/11/2025 21:36,50,Male,Telangana,Jeans,Adidas,1,622,10,3,No
4/11/2025 21:36,51,Male,Meghalaya,Sleepwear,H&M,5,971,15,2,Yes
4/11/2025 21:36,26,Female,Kerala,Jeans,Levie's,5,535,15,2.5,Yes
4/11/2025 21:36,53,Female,Karnataka,Undergarments,Zudio,6,499,15,3.5,No
4/11/2025 21:36,52,Male,Tamil Nadu,Shirts,Puma,4,546,10,4,No
4/11/2025 21:36,55,Male,Tamil Nadu,Ethnic Wear,Adidas,5,965,10,1.5,No
4/11/2025 21:36,67,Male,Manipur,Jeans,Puma,6,805,25,2,Yes
4/11/2025 21:36,41,Male,Maharashtra,Suits,Adidas,5,750,20,2.5,Yes
4/11/2025 21:36,39,Male,Karnataka,Jeans,Puma,1,751,15,4,Yes
4/11/2025 21:36,60,Male,Punjab,Jeans,H&M,5,791,15,3,No
4/11/2025 21:36,43,Female,Meghalaya,Dresses,Raymond,3,641,25,2,Yes
4/11/2025 21:36,66,Male,Maharashtra,Sleepwear,Levie's,6,873,30,3.5,No
4/11/2025 21:36,47,Female,Chhattisgarh,Trousers,H&M,4,698,25,4,No
4/11/2025 21:36,21,Female,Goa,Sweaters,Levie's,1,736,15,3,No
4/11/2025 21:36,21,Male,Gujarat,Jackets,Adidas,5,498,15,1,No
4/11/2025 21:36,28,Male,Rajasthan,Shirts,H&M,5,454,25,5,No
4/11/2025 21:36,70,Male,Goa,Sleepwear,Adidas,5,537,10,5,No
4/11/2025 21:36,70,Male,Kerala,T-shirts,H&M,2,605,15,3.5,Yes
4/11/2025 21:36,22,Female,Chhattisgarh,Sweaters,Levie's,4,719,10,3.5,No
4/11/2025 21:36,61,Male,Nagaland,Shorts,Levie's,3,837,30,4.5,Yes
4/11/2025 21:36,36,Female,Uttar Pradesh,T-shirts,Adidas,4,890,20,2.5,Yes
4/11/2025 21:36,52,Male,Mizoram,Jeans,Raymond,5,425,10,2.5,Yes
4/11/2025 21:36,55,Female,Mizoram,Ethnic Wear,Puma,6,626,20,4,Yes
4/11/2025 21:36,67,Female,West Bengal,Dresses,Levie's,4,547,20,1,Yes
4/11/2025 21:36,59,Female,Mizoram,Sleepwear,Adidas,4,408,20,5,Yes
4/11/2025 21:36,62,Male,Maharashtra,T-shirts,Pantaloons,5,635,25,4.5,Yes
4/11/2025 21:36,56,Female,Goa,Trousers,Zudio,4,962,15,2.5,Yes
4/11/2025 21:36,42,Male,Telangana,Undergarments,Nike,1,486,30,1,Yes
4/11/2025 21:36,52,Male,Gujarat,Dresses,Puma,3,414,10,2,Yes
4/11/2025 21:36,18,Female,Chhattisgarh,Ethnic Wear,Levie's,5,895,10,1,No
4/11/2025 21:36,64,Female,Madhya Pradesh,Suits,H&M,6,943,30,4,Yes
4/11/2025 21:36,23,Female,Assam,Trousers,H&M,2,746,20,5,No
4/11/2025 21:36,61,Male,Karnataka,Sweaters,Levie's,5,921,10,1.5,Yes
4/11/2025 21:36,56,Female,Tripura,Ethnic Wear,Nike,7,802,10,1,Yes
4/11/2025 21:36,58,Female,Madhya Pradesh,Trousers,H&M,2,831,15,4,No
4/11/2025 21:36,28,Male,Gujarat,Ethnic Wear,H&M,1,584,20,1.5,Yes
4/11/2025 21:36,42,Female,Kerala,Shirts,H&M,7,713,20,3.5,No
4/11/2025 21:36,65,Female,Maharashtra,Shorts,Raymond,6,815,25,5,No
4/11/2025 21:36,68,Female,Uttar Pradesh,Suits,Puma,1,471,10,1,Yes
4/11/2025 21:36,35,Male,Gujarat,Skirts,Puma,5,773,15,4,No
4/11/2025 21:36,33,Female,Meghalaya,Sleepwear,Zudio,2,802,25,3,No
4/11/2025 21:36,33,Male,Rajasthan,Shirts,Raymond,3,436,25,4.5,Yes
4/11/2025 21:36,66,Female,Maharashtra,Ethnic Wear,H&M,4,584,30,4,No
4/11/2025 21:36,37,Female,Himachal Pradesh,Shorts,Nike,1,511,25,2.5,No
4/11/2025 21:36,20,Male,Nagaland,Suits,Nike,5,428,10,4,No
4/11/2025 21:36,24,Female,Uttarakhand,Jackets,Nike,3,461,15,2.5,No
4/11/2025 21:36,37,Male,Tamil Nadu,Ethnic Wear,Zudio,2,843,15,1,Yes
4/11/2025 21:36,28,Female,Uttarakhand,T-shirts,Pantaloons,6,960,15,4,Yes
4/11/2025 21:36,52,Female,Odisha,Shorts,Raymond,6,758,30,4.5,Yes
4/11/2025 21:36,57,Male,Telangana,Sleepwear,Nike,1,760,30,5,No
4/11/2025 21:36,50,Male,Nagaland,Formal Wear,Pantaloons,7,741,25,1.5,Yes
4/11/2025 21:36,29,Female,Mizoram,Formal Wear,Adidas,1,897,25,4,No
4/11/2025 21:36,40,Male,Tamil Nadu,Dresses,Nike,1,695,10,4.5,No
4/11/2025 21:36,33,Male,Mizoram,Suits,Raymond,4,771,10,5,Yes
4/11/2025 21:36,49,Female,Arunachal Pradesh,Dresses,Zudio,6,542,15,5,No
4/11/2025 21:36,44,Female,Tripura,Sleepwear,Pantaloons,6,490,20,2.5,Yes
4/11/2025 21:36,18,Female,Kerala,Jeans,Adidas,2,683,30,3,Yes
4/11/2025 21:36,40,Female,Manipur,Jackets,Pantaloons,2,636,20,1,Yes
4/11/2025 21:36,40,Male,Nagaland,Undergarments,Pantaloons,4,948,15,2.5,Yes
4/11/2025 21:36,34,Male,West Bengal,Trousers,Raymond,5,1000,20,3,No
4/11/2025 21:36,22,Female,Karnataka,Shorts,Adidas,7,830,20,2.5,Yes
4/11/2025 21:36,70,Female,Karnataka,Dresses,Adidas,4,551,25,1,No
4/11/2025 21:36,18,Male,Sikkim,Trousers,H&M,6,754,15,1,Yes
4/11/2025 21:36,58,Male,Andhra Pradesh,Formal Wear,Raymond,2,460,25,1,No
4/11/2025 21:36,26,Female,Uttarakhand,Skirts,Raymond,4,425,15,1.5,No
4/11/2025 21:36,27,Male,Chhattisgarh,Formal Wear,Adidas,2,410,25,3,Yes
4/11/2025 21:36,43,Female,Nagaland,Activewear,H&M,7,543,30,2.5,Yes
4/11/2025 21:36,39,Male,Haryana,Shirts,Zudio,3,837,15,4,Yes
4/11/2025 21:36,36,Female,Madhya Pradesh,Jeans,Adidas,7,476,30,5,Yes
4/11/2025 21:36,45,Male,Jharkhand,Jeans,H&M,2,765,15,2,No
4/11/2025 21:36,40,Male,Mizoram,Shirts,Pantaloons,2,842,15,1.5,Yes
4/11/2025 21:36,57,Male,Goa,Suits,Adidas,4,417,20,5,No
4/11/2025 21:36,31,Male,Sikkim,Dresses,Adidas,2,420,25,4.5,No
4/11/2025 21:36,61,Male,Meghalaya,Sweaters,H&M,4,772,10,3,Yes
4/11/2025 21:36,30,Female,Madhya Pradesh,Skirts,H&M,2,935,10,1,No
4/11/2025 21:36,59,Male,Bihar,Activewear,Zudio,6,832,20,3.5,Yes
4/11/2025 21:36,65,Male,Goa,T-shirts,Pantaloons,4,880,10,3.5,No
4/11/2025 21:36,41,Male,Karnataka,Shirts,Adidas,7,412,10,5,No
4/11/2025 21:36,27,Male,Kerala,Activewear,Levie's,3,958,25,2,No
4/11/2025 21:36,41,Male,Haryana,Activewear,Raymond,7,457,10,4.5,No
4/11/2025 21:36,59,Male,Punjab,Shirts,Adidas,7,408,20,3.5,No
4/11/2025 21:36,52,Male,Mizoram,Formal Wear,Puma,2,807,30,4.5,Yes
4/11/2025 21:36,48,Female,Odisha,Suits,Levie's,2,722,10,2.5,No
4/11/2025 21:36,40,Male,Andhra Pradesh,Jackets,Nike,7,756,25,4.5,No
4/11/2025 21:36,68,Female,Mizoram,Skirts,H&M,4,871,30,3,Yes
4/11/2025 21:36,51,Female,Andhra Pradesh,Shirts,Raymond,5,609,30,2,No
4/11/2025 21:36,57,Female,Uttarakhand,Skirts,H&M,4,572,25,1.5,Yes
4/11/2025 21:36,65,Female,Telangana,Sweaters,Nike,2,997,15,1,No
4/11/2025 21:36,21,Female,Nagaland,Skirts,Puma,7,550,25,4.5,No
4/11/2025 21:36,19,Female,Manipur,Shirts,Adidas,4,797,15,3.5,Yes
4/11/2025 21:36,67,Female,Uttarakhand,T-shirts,Zudio,2,696,30,3,Yes
4/11/2025 21:36,41,Female,Kerala,Sleepwear,H&M,3,916,20,3,No
4/11/2025 21:36,44,Female,Sikkim,Formal Wear,Zudio,6,695,25,4.5,Yes
4/11/2025 21:36,67,Male,Sikkim,Sleepwear,Levie's,5,469,10,2.5,No
4/11/2025 21:36,68,Female,West Bengal,Shorts,Pantaloons,4,534,15,4.5,Yes
4/11/2025 21:36,31,Female,West Bengal,Dresses,Levie's,1,642,30,4,Yes
4/11/2025 21:36,57,Female,Telangana,Undergarments,Puma,4,598,20,4.5,No
4/11/2025 21:36,47,Female,Nagaland,Shorts,Puma,7,891,20,5,No
4/11/2025 21:36,37,Male,Maharashtra,Suits,Adidas,3,834,10,3,No
4/11/2025 21:36,37,Male,Goa,Formal Wear,Pantaloons,4,794,20,1,No
4/11/2025 21:36,52,Female,Maharashtra,T-shirts,H&M,6,796,15,3,No
4/11/2025 21:36,49,Male,West Bengal,Jackets,H&M,4,559,15,4.5,No
4/11/2025 21:36,33,Female,Kerala,Formal Wear,Pantaloons,5,965,10,2.5,No
4/11/2025 21:36,63,Male,Bihar,Shorts,Zudio,2,836,30,5,Yes
4/11/2025 21:36,60,Male,Telangana,Shorts,Zudio,1,526,15,4,Yes
4/11/2025 21:36,59,Female,Madhya Pradesh,Ethnic Wear,Adidas,2,671,20,3.5,No
4/11/2025 21:36,45,Male,Nagaland,Formal Wear,Adidas,2,721,15,2.5,Yes
4/11/2025 21:36,49,Male,Karnataka,Skirts,Levie's,1,609,30,2.5,Yes
4/11/2025 21:36,40,Female,Tamil Nadu,Skirts,Pantaloons,2,959,25,3.5,Yes
4/11/2025 21:36,44,Female,Jharkhand,Undergarments,Zudio,5,684,25,3.5,Yes
4/11/2025 21:36,22,Male,Bihar,Shorts,Levie's,2,916,20,1,No
4/11/2025 21:36,60,Female,Andhra Pradesh,Jackets,Nike,3,607,10,3.5,No
4/11/2025 21:36,29,Male,Kerala,Formal Wear,H&M,6,899,30,2.5,No
4/11/2025 21:36,51,Male,Mizoram,Sweaters,Zudio,5,765,20,2,No
4/11/2025 21:36,21,Male,Mizoram,Formal Wear,Levie's,3,640,25,1,No
4/11/2025 21:36,18,Male,Mizoram,Shorts,Adidas,4,779,25,2,No
4/11/2025 21:36,70,Female,Assam,Sweaters,Adidas,6,447,25,1,No
4/11/2025 21:36,33,Female,Arunachal Pradesh,T-shirts,Adidas,5,471,25,3.5,No
4/11/2025 21:36,59,Female,Tamil Nadu,Activewear,Zudio,2,777,20,4,Yes
4/11/2025 21:36,34,Female,Punjab,Skirts,Pantaloons,3,482,20,4,No
4/11/2025 21:36,66,Female,Andhra Pradesh,Ethnic Wear,Nike,7,417,15,4,Yes
4/11/2025 21:36,29,Male,West Bengal,Undergarments,Levie's,7,516,10,3,Yes
4/11/2025 21:36,20,Female,Mizoram,Formal Wear,Puma,5,672,25,3.5,No
4/11/2025 21:36,36,Male,Jharkhand,T-shirts,Nike,6,867,30,2.5,Yes
4/11/2025 21:36,53,Female,Uttar Pradesh,Dresses,Raymond,3,870,10,1.5,No
4/11/2025 21:36,40,Male,Mizoram,Sweaters,Adidas,5,583,25,5,No
4/11/2025 21:36,61,Male,Mizoram,Jackets,Levie's,2,737,15,1,No
4/11/2025 21:36,60,Male,Arunachal Pradesh,Trousers,Puma,3,516,20,2,No
4/11/2025 21:36,22,Female,Tamil Nadu,Ethnic Wear,Pantaloons,7,487,30,3.5,Yes
4/11/2025 21:36,23,Male,Meghalaya,Skirts,Nike,7,768,30,2.5,Yes
4/11/2025 21:36,50,Female,Manipur,Activewear,Adidas,6,978,30,3.5,Yes
4/11/2025 21:36,47,Female,Haryana,Shorts,Pantaloons,5,827,25,1,Yes
4/11/2025 21:36,32,Female,Odisha,Shirts,Adidas,7,912,25,4,Yes
4/11/2025 21:36,58,Female,Haryana,Jackets,Levie's,1,744,30,3.5,Yes
4/11/2025 21:36,49,Male,Telangana,Sleepwear,Adidas,7,959,15,3,Yes
4/11/2025 21:36,18,Female,Kerala,Formal Wear,Pantaloons,3,411,15,4,No
4/11/2025 21:36,28,Male,Madhya Pradesh,Trousers,Nike,7,627,15,1.5,No
4/11/2025 21:36,33,Male,Madhya Pradesh,Formal Wear,Nike,2,532,10,4,Yes
4/11/2025 21:36,32,Female,Uttar Pradesh,Suits,Pantaloons,7,967,30,1.5,No
4/11/2025 21:36,53,Male,Chhattisgarh,T-shirts,Puma,1,819,30,3.5,Yes
4/11/2025 21:36,19,Male,Punjab,Activewear,Raymond,7,943,25,2.5,No
4/11/2025 21:36,24,Female,Kerala,Jeans,Nike,6,804,10,2,No
4/11/2025 21:36,32,Male,Manipur,Suits,Pantaloons,2,974,15,2.5,No
4/11/2025 21:36,65,Female,Madhya Pradesh,Ethnic Wear,Zudio,3,648,30,3,Yes
4/11/2025 21:36,66,Female,Telangana,Skirts,Raymond,2,957,25,4,No
4/11/2025 21:36,19,Female,Punjab,Trousers,Raymond,7,616,10,3,Yes
4/11/2025 21:36,64,Male,Maharashtra,Jackets,Adidas,4,456,10,3,No
4/11/2025 21:36,54,Male,Haryana,Trousers,Puma,1,944,25,1,No
4/11/2025 21:36,36,Female,Telangana,Undergarments,Puma,2,957,10,5,No
4/11/2025 21:36,18,Male,Himachal Pradesh,Trousers,Zudio,4,405,30,4.5,No
4/11/2025 21:36,62,Female,Manipur,T-shirts,Zudio,7,684,10,1,No
4/11/2025 21:36,56,Female,Madhya Pradesh,Undergarments,Raymond,7,963,30,4.5,No
4/11/2025 21:36,61,Female,Jharkhand,Sleepwear,Nike,6,523,10,4.5,Yes
4/11/2025 21:36,49,Male,Manipur,T-shirts,Levie's,7,888,20,3,No
4/11/2025 21:36,26,Female,Uttar Pradesh,T-shirts,Zudio,6,750,10,5,Yes
4/11/2025 21:36,56,Female,Haryana,Shorts,H&M,2,798,30,4,Yes
4/11/2025 21:36,51,Female,Gujarat,Suits,Pantaloons,1,842,30,4.5,Yes
4/11/2025 21:36,23,Female,Arunachal Pradesh,Dresses,Levie's,4,819,25,2,Yes
4/11/2025 21:36,24,Male,Odisha,Ethnic Wear,Pantaloons,4,488,20,1,Yes
4/11/2025 21:36,48,Male,Bihar,Jeans,Nike,3,478,10,2,Yes
4/11/2025 21:36,69,Male,Manipur,Jeans,Puma,3,615,10,2.5,Yes
4/11/2025 21:36,50,Male,Rajasthan,Trousers,H&M,7,904,10,5,Yes
